  itmf,  dt,  <f_i>,  <CW sin theta>,  <Current>,  <Lorenz force>
 51090, 4.784278E-05, 4.836895E-04, 2.520140E-01, 1.094610E+01, 3.611084E+02
 51100, 4.913507E-05, 4.834901E-04, 2.519799E-01, 1.094726E+01, 3.610265E+02
 51110, 5.035136E-05, 4.835733E-04, 2.520695E-01, 1.094997E+01, 3.610125E+02
 51120, 3.595545E-05, 4.834883E-04, 2.522371E-01, 1.095321E+01, 3.611210E+02
 51130, 2.580578E-05, 4.833759E-04, 2.524085E-01, 1.095633E+01, 3.612743E+02
 51140, 3.124878E-05, 4.821723E-04, 2.523268E-01, 1.095446E+01, 3.612352E+02
 51150, 3.777328E-05, 4.814711E-04, 2.521778E-01, 1.095071E+01, 3.611504E+02
 51160, 4.142849E-05, 4.812170E-04, 2.520498E-01, 1.094882E+01, 3.610997E+02
 51170, 4.679350E-05, 4.812291E-04, 2.519563E-01, 1.094810E+01, 3.610260E+02
 51180, 4.612931E-05, 4.812866E-04, 2.518586E-01, 1.094785E+01, 3.609187E+02
 51190, 4.834033E-05, 4.811902E-04, 2.517718E-01, 1.094796E+01, 3.608338E+02
 51200, 5.176182E-05, 4.812216E-04, 2.516543E-01, 1.094799E+01, 3.607110E+02
 51210, 5.398367E-05, 4.816068E-04, 2.515615E-01, 1.094860E+01, 3.605791E+02
 51220, 5.371995E-05, 4.828580E-04, 2.515028E-01, 1.095049E+01, 3.604647E+02
 51230, 5.347395E-05, 4.840850E-04, 2.514911E-01, 1.095344E+01, 3.604026E+02
 51240, 4.505515E-05, 4.851267E-04, 2.515833E-01, 1.095624E+01, 3.603879E+02
 51250, 3.771196E-05, 4.863873E-04, 2.516844E-01, 1.095891E+01, 3.604607E+02
 51260, 3.461861E-05, 4.858519E-04, 2.517834E-01, 1.096137E+01, 3.605021E+02
 51270, 3.332957E-05, 4.847668E-04, 2.517882E-01, 1.096309E+01, 3.604886E+02
 51280, 3.455494E-05, 4.835719E-04, 2.518524E-01, 1.096436E+01, 3.605544E+02
 51290, 3.749584E-05, 4.828111E-04, 2.518792E-01, 1.096609E+01, 3.605942E+02
 51300, 4.079489E-05, 4.816811E-04, 2.519099E-01, 1.096763E+01, 3.605445E+02
 51310, 4.277524E-05, 4.802090E-04, 2.519172E-01, 1.096713E+01, 3.605631E+02
 51320, 4.450140E-05, 4.789733E-04, 2.519360E-01, 1.096618E+01, 3.605933E+02
 51330, 4.641730E-05, 4.782706E-04, 2.519309E-01, 1.096531E+01, 3.606209E+02
 51340, 4.860246E-05, 4.777987E-04, 2.519174E-01, 1.096460E+01, 3.606405E+02
 51350, 5.116082E-05, 4.774555E-04, 2.519050E-01, 1.096402E+01, 3.606425E+02
 51360, 5.353972E-05, 4.772614E-04, 2.518918E-01, 1.096358E+01, 3.606505E+02
 51370, 5.350241E-05, 4.770116E-04, 2.518742E-01, 1.096336E+01, 3.606754E+02
 51380, 5.343635E-05, 4.767846E-04, 2.518503E-01, 1.096336E+01, 3.606805E+02
 51390, 5.334561E-05, 4.766848E-04, 2.518258E-01, 1.096352E+01, 3.606713E+02
 51400, 5.323522E-05, 4.765919E-04, 2.518121E-01, 1.096381E+01, 3.606721E+02
 51410, 5.311291E-05, 4.764067E-04, 2.517940E-01, 1.096419E+01, 3.606742E+02
 51420, 5.298789E-05, 4.762645E-04, 2.517494E-01, 1.096451E+01, 3.606565E+02
 51430, 5.286757E-05, 4.761184E-04, 2.517190E-01, 1.096486E+01, 3.606619E+02
 51440, 5.275537E-05, 4.759400E-04, 2.517175E-01, 1.096522E+01, 3.606650E+02
 51450, 5.265015E-05, 4.757750E-04, 2.516945E-01, 1.096555E+01, 3.606435E+02
 51460, 5.254750E-05, 4.756681E-04, 2.516670E-01, 1.096590E+01, 3.606237E+02
 51470, 5.244127E-05, 4.756030E-04, 2.516505E-01, 1.096638E+01, 3.606228E+02
 51480, 5.232452E-05, 4.756089E-04, 2.516309E-01, 1.096713E+01, 3.606141E+02
 51490, 5.218992E-05, 4.757602E-04, 2.516210E-01, 1.096824E+01, 3.605992E+02
 51500, 5.203816E-05, 4.763892E-04, 2.516214E-01, 1.097027E+01, 3.606040E+02
 51510, 4.561417E-05, 4.772669E-04, 2.516488E-01, 1.097281E+01, 3.606341E+02
 51520, 3.043230E-05, 4.782846E-04, 2.516689E-01, 1.097607E+01, 3.606923E+02
 51530, 2.988552E-05, 4.770949E-04, 2.516649E-01, 1.097595E+01, 3.607311E+02
 51540, 5.247195E-05, 4.748845E-04, 2.516319E-01, 1.097177E+01, 3.607167E+02
 51550, 5.250094E-05, 4.746886E-04, 2.516020E-01, 1.096890E+01, 3.606987E+02
 51560, 5.240688E-05, 4.741570E-04, 2.515696E-01, 1.096711E+01, 3.606752E+02
 51570, 5.218183E-05, 4.739305E-04, 2.515211E-01, 1.096612E+01, 3.606348E+02
 51580, 5.178241E-05, 4.738864E-04, 2.514547E-01, 1.096598E+01, 3.605870E+02
 51590, 5.105355E-05, 4.742932E-04, 2.513868E-01, 1.096722E+01, 3.605094E+02
 51600, 5.019209E-05, 4.747011E-04, 2.513452E-01, 1.096961E+01, 3.604700E+02
 51610, 4.934262E-05, 4.750874E-04, 2.513185E-01, 1.097261E+01, 3.604631E+02
 51620, 4.905807E-05, 4.747462E-04, 2.512964E-01, 1.097420E+01, 3.604833E+02
 51630, 4.885039E-05, 4.744388E-04, 2.512950E-01, 1.097555E+01, 3.605129E+02
 51640, 4.837174E-05, 4.743056E-04, 2.513296E-01, 1.097753E+01, 3.605377E+02
 51650, 4.718425E-05, 4.754444E-04, 2.514268E-01, 1.098294E+01, 3.606493E+02
 51660, 4.579176E-05, 4.768579E-04, 2.515553E-01, 1.099014E+01, 3.609071E+02
 51670, 4.530926E-05, 4.772122E-04, 2.517393E-01, 1.099543E+01, 3.612543E+02
 51680, 4.523430E-05, 4.768673E-04, 2.518932E-01, 1.099905E+01, 3.615815E+02
 51690, 4.529331E-05, 4.760843E-04, 2.519574E-01, 1.100004E+01, 3.616877E+02
 51700, 4.530170E-05, 4.755032E-04, 2.519601E-01, 1.100022E+01, 3.617014E+02
 51710, 4.520789E-05, 4.752407E-04, 2.519640E-01, 1.100083E+01, 3.617391E+02
 51720, 4.458597E-05, 4.751210E-04, 2.519776E-01, 1.100191E+01, 3.618142E+02
 51730, 3.871717E-05, 4.751153E-04, 2.520252E-01, 1.100373E+01, 3.619452E+02
 51740, 3.170441E-05, 4.751391E-04, 2.521703E-01, 1.100683E+01, 3.622378E+02
 51750, 2.501772E-05, 4.751744E-04, 2.523648E-01, 1.101100E+01, 3.626722E+02
 51760, 2.105375E-05, 4.750066E-04, 2.525251E-01, 1.101474E+01, 3.631119E+02
 51770, 2.025756E-05, 4.746540E-04, 2.525656E-01, 1.101661E+01, 3.633648E+02
 51780, 2.349352E-05, 4.740575E-04, 2.524510E-01, 1.101583E+01, 3.632840E+02
 51790, 3.137015E-05, 4.737098E-04, 2.522405E-01, 1.101388E+01, 3.629888E+02
 51800, 4.026470E-05, 4.738147E-04, 2.520404E-01, 1.101243E+01, 3.626711E+02
 51810, 3.993548E-05, 4.742187E-04, 2.518976E-01, 1.101259E+01, 3.624397E+02
 51820, 4.013111E-05, 4.753439E-04, 2.517720E-01, 1.101507E+01, 3.622595E+02
 51830, 3.923946E-05, 4.762121E-04, 2.517416E-01, 1.101890E+01, 3.621905E+02
 51840, 3.670433E-05, 4.751560E-04, 2.517844E-01, 1.101984E+01, 3.622396E+02
 51850, 3.655135E-05, 4.738281E-04, 2.517487E-01, 1.101907E+01, 3.622117E+02
 51860, 3.752280E-05, 4.731914E-04, 2.517126E-01, 1.101835E+01, 3.621287E+02
 51870, 4.571112E-05, 4.725586E-04, 2.517286E-01, 1.101747E+01, 3.619464E+02
 51880, 4.661984E-05, 4.726870E-04, 2.516922E-01, 1.101676E+01, 3.618253E+02
 51890, 4.735761E-05, 4.723258E-04, 2.516856E-01, 1.101643E+01, 3.617457E+02
 51900, 4.792253E-05, 4.717145E-04, 2.516754E-01, 1.101588E+01, 3.616932E+02
 51910, 4.850947E-05, 4.712096E-04, 2.516737E-01, 1.101548E+01, 3.616576E+02
 51920, 4.914145E-05, 4.708382E-04, 2.517045E-01, 1.101553E+01, 3.616485E+02
 51930, 4.961156E-05, 4.702826E-04, 2.517577E-01, 1.101546E+01, 3.616670E+02
 51940, 5.006444E-05, 4.697499E-04, 2.517939E-01, 1.101515E+01, 3.616819E+02
 51950, 5.062979E-05, 4.692482E-04, 2.517826E-01, 1.101457E+01, 3.616586E+02
 51960, 5.146178E-05, 4.689358E-04, 2.517156E-01, 1.101395E+01, 3.615882E+02
 51970, 5.284167E-05, 4.691001E-04, 2.516706E-01, 1.101397E+01, 3.614718E+02
 51980, 5.429829E-05, 4.696010E-04, 2.516068E-01, 1.101506E+01, 3.613192E+02
 51990, 5.429617E-05, 4.697314E-04, 2.515820E-01, 1.101606E+01, 3.612164E+02
 52000, 5.429224E-05, 4.699823E-04, 2.515559E-01, 1.101770E+01, 3.611378E+02
 52010, 5.196838E-05, 4.709735E-04, 2.515887E-01, 1.102187E+01, 3.610566E+02
 52020, 4.988993E-05, 4.714939E-04, 2.517055E-01, 1.102645E+01, 3.611216E+02
 52030, 4.879933E-05, 4.714733E-04, 2.518175E-01, 1.103050E+01, 3.612536E+02
 52040, 4.773435E-05, 4.712186E-04, 2.519503E-01, 1.103395E+01, 3.613972E+02
 52050, 4.362966E-05, 4.707276E-04, 2.520800E-01, 1.103660E+01, 3.615426E+02
 52060, 4.223916E-05, 4.700693E-04, 2.521711E-01, 1.103832E+01, 3.616698E+02
 52070, 4.382056E-05, 4.692383E-04, 2.521958E-01, 1.103899E+01, 3.617506E+02
 52080, 4.663198E-05, 4.685242E-04, 2.521817E-01, 1.103894E+01, 3.617815E+02
 52090, 4.503743E-05, 4.679857E-04, 2.521438E-01, 1.103890E+01, 3.617779E+02
 52100, 4.294813E-05, 4.680835E-04, 2.521363E-01, 1.103959E+01, 3.617802E+02
 52110, 4.032176E-05, 4.683865E-04, 2.521579E-01, 1.104174E+01, 3.618380E+02
 52120, 3.719195E-05, 4.694150E-04, 2.522659E-01, 1.104634E+01, 3.619757E+02
 52130, 3.371266E-05, 4.713967E-04, 2.525270E-01, 1.105532E+01, 3.623218E+02
 52140, 2.616279E-05, 4.734961E-04, 2.529226E-01, 1.106637E+01, 3.628164E+02
 52150, 1.866935E-05, 4.750713E-04, 2.534312E-01, 1.107754E+01, 3.634444E+02
 52160, 1.405359E-05, 4.764687E-04, 2.539716E-01, 1.108903E+01, 3.642014E+02
 52170, 1.209476E-05, 4.772050E-04, 2.543847E-01, 1.109838E+01, 3.649383E+02
 52180, 1.331956E-05, 4.764826E-04, 2.545241E-01, 1.110198E+01, 3.653435E+02
 52190, 1.807622E-05, 4.755709E-04, 2.545083E-01, 1.110255E+01, 3.654523E+02
 52200, 2.611246E-05, 4.771531E-04, 2.545138E-01, 1.110465E+01, 3.655800E+02
 52210, 2.631368E-05, 4.773794E-04, 2.545579E-01, 1.110832E+01, 3.656327E+02
 52220, 2.950989E-05, 4.779198E-04, 2.547112E-01, 1.111380E+01, 3.657869E+02
 52230, 2.707583E-05, 4.781832E-04, 2.549472E-01, 1.111946E+01, 3.660106E+02
 52240, 2.314218E-05, 4.781304E-04, 2.552484E-01, 1.112511E+01, 3.662937E+02
 52250, 1.954689E-05, 4.774584E-04, 2.554322E-01, 1.112876E+01, 3.665686E+02
 52260, 2.386550E-05, 4.750770E-04, 2.552992E-01, 1.112562E+01, 3.664420E+02
 52270, 3.287225E-05, 4.739424E-04, 2.550041E-01, 1.111951E+01, 3.660965E+02
 52280, 3.618133E-05, 4.746464E-04, 2.547042E-01, 1.111492E+01, 3.657683E+02
 52290, 3.715800E-05, 4.754688E-04, 2.545079E-01, 1.111308E+01, 3.654885E+02
 52300, 3.853102E-05, 4.774255E-04, 2.544805E-01, 1.111561E+01, 3.653796E+02
 52310, 3.632774E-05, 4.816449E-04, 2.547380E-01, 1.112605E+01, 3.656388E+02
 52320, 2.764494E-05, 4.856821E-04, 2.554190E-01, 1.114274E+01, 3.663150E+02
 52330, 2.225257E-05, 4.885928E-04, 2.562246E-01, 1.115973E+01, 3.671407E+02
 52340, 1.966367E-05, 4.910728E-04, 2.569642E-01, 1.117595E+01, 3.679825E+02
 52350, 1.297496E-05, 4.941204E-04, 2.573993E-01, 1.119238E+01, 3.688635E+02
 52360, 1.656417E-05, 4.873722E-04, 2.576732E-01, 1.118943E+01, 3.692133E+02
 52370, 1.522334E-05, 4.857939E-04, 2.577100E-01, 1.118634E+01, 3.694738E+02
 52380, 1.363626E-05, 4.848675E-04, 2.578793E-01, 1.118704E+01, 3.699366E+02
 52390, 1.332071E-05, 4.835082E-04, 2.580794E-01, 1.118881E+01, 3.705279E+02
 52400, 1.425493E-05, 4.816553E-04, 2.582752E-01, 1.119072E+01, 3.712986E+02
 52410, 1.039998E-05, 4.804213E-04, 2.587552E-01, 1.119710E+01, 3.727496E+02
 52420, 7.259913E-06, 4.804741E-04, 2.596284E-01, 1.121050E+01, 3.752441E+02
 52430, 5.757588E-06, 4.799461E-04, 2.602797E-01, 1.122298E+01, 3.778370E+02
 52440, 7.132363E-06, 4.772352E-04, 2.597854E-01, 1.121341E+01, 3.771267E+02
 52450, 1.204660E-05, 4.760022E-04, 2.587981E-01, 1.119628E+01, 3.747610E+02
 52460, 2.034312E-05, 4.752597E-04, 2.580592E-01, 1.118381E+01, 3.727855E+02
 52470, 2.653706E-05, 4.749087E-04, 2.575012E-01, 1.117520E+01, 3.712673E+02
 52480, 2.896678E-05, 4.749609E-04, 2.570921E-01, 1.116922E+01, 3.700420E+02
 52490, 3.346983E-05, 4.751974E-04, 2.567613E-01, 1.116591E+01, 3.690507E+02
 52500, 3.645619E-05, 4.761430E-04, 2.565883E-01, 1.116596E+01, 3.683906E+02
 52510, 3.173578E-05, 4.787267E-04, 2.565944E-01, 1.117123E+01, 3.680847E+02
 52520, 2.603076E-05, 4.811305E-04, 2.568940E-01, 1.117952E+01, 3.682677E+02
 52530, 1.926046E-05, 4.832156E-04, 2.572618E-01, 1.118953E+01, 3.687427E+02
 52540, 1.492252E-05, 4.840496E-04, 2.575666E-01, 1.119934E+01, 3.693313E+02
 52550, 1.597228E-05, 4.808770E-04, 2.578094E-01, 1.120096E+01, 3.696583E+02
 52560, 2.424039E-05, 4.758703E-04, 2.578685E-01, 1.119564E+01, 3.697545E+02
 52570, 2.202528E-05, 4.743375E-04, 2.579376E-01, 1.119380E+01, 3.702513E+02
 52580, 1.438440E-05, 4.736078E-04, 2.582806E-01, 1.119918E+01, 3.715537E+02
 52590, 1.068042E-05, 4.722696E-04, 2.586114E-01, 1.120673E+01, 3.731397E+02
 52600, 1.182250E-05, 4.702890E-04, 2.584613E-01, 1.120362E+01, 3.730055E+02
 52610, 1.945687E-05, 4.690614E-04, 2.579312E-01, 1.119355E+01, 3.714997E+02
 52620, 3.211165E-05, 4.685210E-04, 2.574648E-01, 1.118632E+01, 3.702894E+02
 52630, 3.964308E-05, 4.685720E-04, 2.571479E-01, 1.118216E+01, 3.694831E+02
 52640, 3.683502E-05, 4.691472E-04, 2.570205E-01, 1.118153E+01, 3.690934E+02
 52650, 3.178201E-05, 4.698110E-04, 2.572166E-01, 1.118560E+01, 3.693063E+02
 52660, 2.148374E-05, 4.707506E-04, 2.576977E-01, 1.119432E+01, 3.700593E+02
 52670, 1.370486E-05, 4.713942E-04, 2.582402E-01, 1.120498E+01, 3.710222E+02
 52680, 9.443613E-06, 4.719715E-04, 2.584302E-01, 1.121551E+01, 3.720344E+02
 52690, 1.195776E-05, 4.679460E-04, 2.583057E-01, 1.120657E+01, 3.714541E+02
 52700, 1.204317E-05, 4.680229E-04, 2.581523E-01, 1.120387E+01, 3.713404E+02
 52710, 1.696393E-05, 4.683972E-04, 2.583304E-01, 1.120784E+01, 3.718806E+02
 52720, 1.598000E-05, 4.692356E-04, 2.586861E-01, 1.121521E+01, 3.727930E+02
 52730, 1.524345E-05, 4.701401E-04, 2.590730E-01, 1.122249E+01, 3.735554E+02
 52740, 1.608937E-05, 4.706742E-04, 2.594306E-01, 1.122856E+01, 3.739423E+02
 52750, 1.541340E-05, 4.695300E-04, 2.595955E-01, 1.123016E+01, 3.740965E+02
 52760, 1.832104E-05, 4.660444E-04, 2.592465E-01, 1.122231E+01, 3.737300E+02
 52770, 2.078077E-05, 4.659417E-04, 2.588109E-01, 1.121424E+01, 3.730227E+02
 52780, 2.458283E-05, 4.655749E-04, 2.583827E-01, 1.120718E+01, 3.721645E+02
 52790, 2.969706E-05, 4.659550E-04, 2.580194E-01, 1.120206E+01, 3.713475E+02
 52800, 3.600606E-05, 4.671992E-04, 2.577842E-01, 1.119994E+01, 3.707225E+02
 52810, 3.068221E-05, 4.691628E-04, 2.578854E-01, 1.120347E+01, 3.705165E+02
 52820, 1.949871E-05, 4.706974E-04, 2.583033E-01, 1.121197E+01, 3.708098E+02
 52830, 1.236744E-05, 4.723970E-04, 2.589304E-01, 1.122396E+01, 3.713907E+02
 52840, 7.869921E-06, 4.749341E-04, 2.595390E-01, 1.124080E+01, 3.723203E+02
 52850, 1.144779E-05, 4.686932E-04, 2.593038E-01, 1.122944E+01, 3.720694E+02
 52860, 2.107096E-05, 4.673646E-04, 2.587697E-01, 1.121991E+01, 3.717186E+02
 52870, 2.490462E-05, 4.665905E-04, 2.585808E-01, 1.121698E+01, 3.716269E+02
 52880, 2.073017E-05, 4.661935E-04, 2.586156E-01, 1.121823E+01, 3.717501E+02
 52890, 1.501030E-05, 4.676628E-04, 2.588867E-01, 1.122426E+01, 3.721868E+02
 52900, 1.206432E-05, 4.685312E-04, 2.591676E-01, 1.123056E+01, 3.727638E+02
 52910, 1.284760E-05, 4.676757E-04, 2.591349E-01, 1.123025E+01, 3.729637E+02
 52920, 1.762078E-05, 4.661671E-04, 2.588421E-01, 1.122527E+01, 3.727602E+02
 52930, 2.542384E-05, 4.661310E-04, 2.586053E-01, 1.122176E+01, 3.725440E+02
 52940, 2.477661E-05, 4.666189E-04, 2.585490E-01, 1.122264E+01, 3.725908E+02
 52950, 1.992000E-05, 4.695324E-04, 2.588313E-01, 1.122991E+01, 3.732768E+02
 52960, 1.614998E-05, 4.717113E-04, 2.592677E-01, 1.124023E+01, 3.744229E+02
 52970, 1.303834E-05, 4.736421E-04, 2.599094E-01, 1.125255E+01, 3.760297E+02
 52980, 1.064582E-05, 4.749984E-04, 2.605659E-01, 1.126512E+01, 3.779462E+02
 52990, 9.157237E-06, 4.753958E-04, 2.611362E-01, 1.127587E+01, 3.798673E+02
 53000, 8.582544E-06, 4.749145E-04, 2.615116E-01, 1.128308E+01, 3.813510E+02
 53010, 9.031946E-06, 4.737234E-04, 2.615730E-01, 1.128533E+01, 3.819264E+02
 53020, 1.066561E-05, 4.720206E-04, 2.613825E-01, 1.128339E+01, 3.815442E+02
 53030, 1.360386E-05, 4.710713E-04, 2.611145E-01, 1.128005E+01, 3.806206E+02
 53040, 1.783852E-05, 4.708326E-04, 2.608659E-01, 1.127793E+01, 3.795963E+02
 53050, 2.096886E-05, 4.726729E-04, 2.607921E-01, 1.127977E+01, 3.788476E+02
 53060, 1.807840E-05, 4.736656E-04, 2.609757E-01, 1.128548E+01, 3.786917E+02
 53070, 1.408316E-05, 4.737011E-04, 2.612269E-01, 1.129138E+01, 3.788192E+02
 53080, 1.347562E-05, 4.722170E-04, 2.613497E-01, 1.129360E+01, 3.789579E+02
 53090, 1.647165E-05, 4.691252E-04, 2.613329E-01, 1.129151E+01, 3.791115E+02
 53100, 1.673844E-05, 4.673657E-04, 2.612715E-01, 1.128878E+01, 3.793829E+02
 53110, 1.499519E-05, 4.668161E-04, 2.612525E-01, 1.128781E+01, 3.799339E+02
 53120, 1.249308E-05, 4.664031E-04, 2.613992E-01, 1.129042E+01, 3.811348E+02
 53130, 9.164449E-06, 4.668067E-04, 2.619597E-01, 1.130035E+01, 3.839717E+02
 53140, 5.766855E-06, 4.680067E-04, 2.634435E-01, 1.132423E+01, 3.903894E+02
 53150, 3.634276E-06, 4.696607E-04, 2.658478E-01, 1.136340E+01, 4.012938E+02
 53160, 2.405282E-06, 4.711720E-04, 2.674806E-01, 1.140480E+01, 4.141954E+02
 53170, 2.465564E-06, 4.653488E-04, 2.652708E-01, 1.135095E+01, 4.019054E+02
 53180, 2.459417E-06, 4.653161E-04, 2.634960E-01, 1.132227E+01, 3.944096E+02
 53190, 2.449917E-06, 4.639689E-04, 2.624122E-01, 1.130553E+01, 3.894037E+02
 53200, 2.445002E-06, 4.636131E-04, 2.616832E-01, 1.129505E+01, 3.857484E+02
 53210, 2.451770E-06, 4.632822E-04, 2.611473E-01, 1.128859E+01, 3.829456E+02
 53220, 2.475816E-06, 4.629372E-04, 2.607306E-01, 1.128545E+01, 3.807888E+02
 53230, 2.513540E-06, 4.637514E-04, 2.606075E-01, 1.128700E+01, 3.795232E+02
 53240, 4.410309E-06, 4.666636E-04, 2.608143E-01, 1.129729E+01, 3.792762E+02
 53250, 1.502407E-05, 4.705740E-04, 2.616673E-01, 1.131638E+01, 3.803721E+02
 53260, 1.408054E-05, 4.750894E-04, 2.629006E-01, 1.134200E+01, 3.828370E+02
 53270, 1.013743E-05, 4.796832E-04, 2.644474E-01, 1.137211E+01, 3.865809E+02
 53280, 7.086498E-06, 4.838486E-04, 2.664307E-01, 1.140821E+01, 3.921575E+02
 53290, 4.830668E-06, 4.865013E-04, 2.686661E-01, 1.144864E+01, 4.000316E+02
 53300, 3.487792E-06, 4.871295E-04, 2.707029E-01, 1.148729E+01, 4.096123E+02
 53310, 3.557469E-06, 4.846834E-04, 2.709112E-01, 1.149156E+01, 4.129476E+02
 53320, 5.883485E-06, 4.809066E-04, 2.694086E-01, 1.146273E+01, 4.075110E+02
 53330, 1.013360E-05, 4.787651E-04, 2.682020E-01, 1.143890E+01, 4.023156E+02
 53340, 1.285803E-05, 4.784563E-04, 2.673622E-01, 1.142229E+01, 3.982648E+02
 53350, 1.332287E-05, 4.788687E-04, 2.669197E-01, 1.141552E+01, 3.953273E+02
 53360, 1.071945E-05, 4.797098E-04, 2.670844E-01, 1.142018E+01, 3.940190E+02
 53370, 7.579002E-06, 4.806775E-04, 2.677406E-01, 1.143212E+01, 3.939809E+02
 53380, 6.541097E-06, 4.798291E-04, 2.681175E-01, 1.143873E+01, 3.942018E+02
 53390, 1.037718E-05, 4.740346E-04, 2.671604E-01, 1.142055E+01, 3.928516E+02
 53400, 1.596579E-05, 4.736289E-04, 2.662256E-01, 1.140424E+01, 3.912973E+02
 53410, 1.714404E-05, 4.717927E-04, 2.654732E-01, 1.139226E+01, 3.897930E+02
 53420, 1.841918E-05, 4.712104E-04, 2.648043E-01, 1.138287E+01, 3.882827E+02
 53430, 1.884484E-05, 4.711962E-04, 2.642618E-01, 1.137667E+01, 3.868604E+02
 53440, 1.928258E-05, 4.711562E-04, 2.639062E-01, 1.137451E+01, 3.858141E+02
 53450, 1.979581E-05, 4.701360E-04, 2.637443E-01, 1.137532E+01, 3.852472E+02
 53460, 2.029741E-05, 4.689544E-04, 2.637284E-01, 1.137710E+01, 3.849761E+02
 53470, 2.079837E-05, 4.676660E-04, 2.637575E-01, 1.137841E+01, 3.848628E+02
 53480, 2.138058E-05, 4.667946E-04, 2.637665E-01, 1.137929E+01, 3.847807E+02
 53490, 1.827306E-05, 4.677362E-04, 2.638993E-01, 1.138270E+01, 3.848526E+02
 53500, 1.170665E-05, 4.707439E-04, 2.643939E-01, 1.139215E+01, 3.853492E+02
 53510, 7.773814E-06, 4.739498E-04, 2.647060E-01, 1.140622E+01, 3.862790E+02
 53520, 9.269781E-06, 4.648356E-04, 2.644504E-01, 1.139344E+01, 3.857552E+02
 53530, 9.328931E-06, 4.642983E-04, 2.638677E-01, 1.138347E+01, 3.851865E+02
 53540, 1.002502E-05, 4.628350E-04, 2.634836E-01, 1.137826E+01, 3.848120E+02
 53550, 1.203784E-05, 4.627200E-04, 2.632670E-01, 1.137665E+01, 3.846395E+02
 53560, 1.273339E-05, 4.638636E-04, 2.633058E-01, 1.137998E+01, 3.849017E+02
 53570, 1.044728E-05, 4.647004E-04, 2.635586E-01, 1.138782E+01, 3.856063E+02
 53580, 9.617911E-06, 4.649021E-04, 2.637877E-01, 1.139587E+01, 3.863096E+02
 53590, 8.778220E-06, 4.643690E-04, 2.640580E-01, 1.140040E+01, 3.869915E+02
 53600, 8.503099E-06, 4.626203E-04, 2.641927E-01, 1.139950E+01, 3.873574E+02
 53610, 8.116481E-06, 4.622722E-04, 2.643311E-01, 1.140103E+01, 3.879174E+02
 53620, 7.986712E-06, 4.617600E-04, 2.643103E-01, 1.140411E+01, 3.885536E+02
 53630, 8.844345E-06, 4.607287E-04, 2.645228E-01, 1.140777E+01, 3.892243E+02
 53640, 7.525234E-06, 4.618060E-04, 2.652211E-01, 1.142031E+01, 3.913437E+02
 53650, 5.020445E-06, 4.635116E-04, 2.653810E-01, 1.143801E+01, 3.944806E+02
 53660, 6.965260E-06, 4.599803E-04, 2.645862E-01, 1.141007E+01, 3.910419E+02
 53670, 7.517235E-06, 4.593648E-04, 2.638808E-01, 1.139318E+01, 3.884997E+02
 53680, 7.758808E-06, 4.582418E-04, 2.631750E-01, 1.138219E+01, 3.864990E+02
 53690, 7.843632E-06, 4.579269E-04, 2.627261E-01, 1.137467E+01, 3.848245E+02
 53700, 7.852145E-06, 4.578227E-04, 2.625168E-01, 1.136972E+01, 3.834947E+02
 53710, 8.037052E-06, 4.578329E-04, 2.622076E-01, 1.136706E+01, 3.823783E+02
 53720, 9.951849E-06, 4.584996E-04, 2.620617E-01, 1.136718E+01, 3.814621E+02
 53730, 1.627056E-05, 4.607899E-04, 2.621147E-01, 1.137323E+01, 3.809612E+02
 53740, 2.619069E-05, 4.630186E-04, 2.625062E-01, 1.138391E+01, 3.811048E+02
 53750, 1.821677E-05, 4.653050E-04, 2.631258E-01, 1.139837E+01, 3.818651E+02
 53760, 1.275148E-05, 4.664960E-04, 2.638581E-01, 1.141307E+01, 3.828958E+02
 53770, 9.029940E-06, 4.670033E-04, 2.647437E-01, 1.142861E+01, 3.842158E+02
 53780, 6.813380E-06, 4.674110E-04, 2.656662E-01, 1.144394E+01, 3.857518E+02
 53790, 7.512477E-06, 4.644602E-04, 2.655202E-01, 1.144096E+01, 3.859595E+02
 53800, 1.307090E-05, 4.614322E-04, 2.645904E-01, 1.142532E+01, 3.848479E+02
 53810, 2.025903E-05, 4.598072E-04, 2.640009E-01, 1.141581E+01, 3.839903E+02
 53820, 2.328957E-05, 4.582562E-04, 2.636503E-01, 1.141101E+01, 3.834039E+02
 53830, 2.381561E-05, 4.580773E-04, 2.634743E-01, 1.140932E+01, 3.830181E+02
 53840, 2.351928E-05, 4.584018E-04, 2.634509E-01, 1.141100E+01, 3.829193E+02
 53850, 2.408977E-05, 4.600554E-04, 2.636272E-01, 1.141746E+01, 3.829916E+02
 53860, 2.131671E-05, 4.627327E-04, 2.641708E-01, 1.142880E+01, 3.835990E+02
 53870, 1.351980E-05, 4.657985E-04, 2.648232E-01, 1.144278E+01, 3.844445E+02
 53880, 8.922652E-06, 4.700205E-04, 2.652910E-01, 1.146109E+01, 3.856293E+02
 53890, 1.377033E-05, 4.623899E-04, 2.656199E-01, 1.145800E+01, 3.857609E+02
 53900, 1.390839E-05, 4.598160E-04, 2.656557E-01, 1.145744E+01, 3.858981E+02
 53910, 1.840238E-05, 4.571852E-04, 2.652858E-01, 1.145023E+01, 3.856128E+02
 53920, 2.279168E-05, 4.561919E-04, 2.648046E-01, 1.144194E+01, 3.851986E+02
