  itmf,  dt,  <f_i>,  <CW sin theta>,  <Current>,  <Lorenz force>
 34310, 5.611556E-05, 8.360274E-04, 2.982844E-01, 9.435323E+00, 3.981221E+02
 34320, 5.618428E-05, 8.350307E-04, 2.983882E-01, 9.428872E+00, 3.979914E+02
 34330, 5.623399E-05, 8.339565E-04, 2.985360E-01, 9.423518E+00, 3.980366E+02
 34340, 5.623952E-05, 8.337396E-04, 2.986898E-01, 9.422389E+00, 3.982986E+02
 34350, 5.620952E-05, 8.335902E-04, 2.987858E-01, 9.424362E+00, 3.986756E+02
 34360, 5.615741E-05, 8.340489E-04, 2.987618E-01, 9.429622E+00, 3.989776E+02
 34370, 5.613050E-05, 8.340334E-04, 2.986142E-01, 9.432368E+00, 3.989748E+02
 34380, 5.608855E-05, 8.344156E-04, 2.984961E-01, 9.436692E+00, 3.990415E+02
 34390, 5.612754E-05, 8.336531E-04, 2.985329E-01, 9.433172E+00, 3.989294E+02
 34400, 5.614296E-05, 8.330979E-04, 2.986369E-01, 9.431693E+00, 3.990787E+02
 34410, 5.618384E-05, 8.322350E-04, 2.987021E-01, 9.427237E+00, 3.988608E+02
 34420, 5.616936E-05, 8.323108E-04, 2.987364E-01, 9.428359E+00, 3.990634E+02
 34430, 5.609482E-05, 8.323850E-04, 2.987120E-01, 9.435148E+00, 3.992692E+02
 34440, 5.600567E-05, 8.335307E-04, 2.986178E-01, 9.444603E+00, 3.994958E+02
 34450, 5.598736E-05, 8.339513E-04, 2.982668E-01, 9.449259E+00, 3.992193E+02
 34460, 5.604383E-05, 8.324742E-04, 2.983596E-01, 9.443047E+00, 3.988755E+02
 34470, 5.604007E-05, 8.319023E-04, 2.983314E-01, 9.443199E+00, 3.987984E+02
 34480, 5.596036E-05, 8.331672E-04, 2.982780E-01, 9.451840E+00, 3.990458E+02
 34490, 5.592577E-05, 8.331197E-04, 2.979614E-01, 9.457118E+00, 3.986694E+02
 34500, 5.589776E-05, 8.329852E-04, 2.977648E-01, 9.461575E+00, 3.984213E+02
 34510, 5.591851E-05, 8.330958E-04, 2.976407E-01, 9.460898E+00, 3.979980E+02
 34520, 5.596167E-05, 8.315498E-04, 2.976304E-01, 9.456223E+00, 3.977662E+02
 34530, 5.592386E-05, 8.320097E-04, 2.977032E-01, 9.460429E+00, 3.979914E+02
 34540, 5.582815E-05, 8.325803E-04, 2.971827E-01, 9.472906E+00, 3.975559E+02
 34550, 5.584369E-05, 8.323272E-04, 2.970801E-01, 9.472181E+00, 3.972411E+02
 34560, 5.581624E-05, 8.318606E-04, 2.969018E-01, 9.476412E+00, 3.969125E+02
 34570, 5.580880E-05, 8.320942E-04, 2.967118E-01, 9.479413E+00, 3.966502E+02
 34580, 5.583266E-05, 8.309865E-04, 2.966825E-01, 9.477215E+00, 3.963422E+02
 34590, 5.582204E-05, 8.310634E-04, 2.966085E-01, 9.478897E+00, 3.962034E+02
 34600, 5.579051E-05, 8.316445E-04, 2.965135E-01, 9.483862E+00, 3.962441E+02
 34610, 5.583367E-05, 8.312401E-04, 2.963654E-01, 9.480588E+00, 3.957588E+02
 34620, 5.586653E-05, 8.292529E-04, 2.964016E-01, 9.476581E+00, 3.956276E+02
 34630, 5.584124E-05, 8.292029E-04, 2.963143E-01, 9.480600E+00, 3.955902E+02
 34640, 5.579533E-05, 8.295312E-04, 2.961450E-01, 9.486139E+00, 3.955161E+02
 34650, 5.576896E-05, 8.292406E-04, 2.959867E-01, 9.490206E+00, 3.953197E+02
 34660, 5.575031E-05, 8.296677E-04, 2.957271E-01, 9.494736E+00, 3.950495E+02
 34670, 5.578249E-05, 8.286714E-04, 2.957292E-01, 9.491638E+00, 3.948659E+02
 34680, 5.569703E-05, 8.299373E-04, 2.956443E-01, 9.501610E+00, 3.949953E+02
 34690, 5.566402E-05, 8.301184E-04, 2.952008E-01, 9.508633E+00, 3.944204E+02
 34700, 5.559013E-05, 8.307425E-04, 2.948533E-01, 9.518259E+00, 3.939152E+02
 34710, 5.561621E-05, 8.303705E-04, 2.945612E-01, 9.519224E+00, 3.933502E+02
 34720, 5.558883E-05, 8.304371E-04, 2.943895E-01, 9.524274E+00, 3.930633E+02
 34730, 5.556123E-05, 8.309891E-04, 2.940422E-01, 9.530489E+00, 3.925656E+02
 34740, 5.555072E-05, 8.301041E-04, 2.937903E-01, 9.533483E+00, 3.920411E+02
 34750, 5.552463E-05, 8.312463E-04, 2.934118E-01, 9.539912E+00, 3.915090E+02
 34760, 5.554065E-05, 8.303707E-04, 2.932829E-01, 9.539807E+00, 3.911508E+02
 34770, 5.552295E-05, 8.316799E-04, 2.930354E-01, 9.544176E+00, 3.907315E+02
 34780, 5.553738E-05, 8.298424E-04, 2.929596E-01, 9.543691E+00, 3.903579E+02
 34790, 5.551527E-05, 8.300424E-04, 2.928212E-01, 9.547476E+00, 3.902547E+02
 34800, 5.559209E-05, 8.283658E-04, 2.926631E-01, 9.540721E+00, 3.897654E+02
 34810, 5.563073E-05, 8.276542E-04, 2.927267E-01, 9.535670E+00, 3.896578E+02
 34820, 5.564850E-05, 8.271145E-04, 2.927983E-01, 9.534087E+00, 3.896878E+02
 34830, 5.564872E-05, 8.270289E-04, 2.928012E-01, 9.534932E+00, 3.897846E+02
 34840, 5.568522E-05, 8.261553E-04, 2.927375E-01, 9.531366E+00, 3.897206E+02
 34850, 5.573784E-05, 8.247814E-04, 2.928607E-01, 9.526128E+00, 3.896787E+02
 34860, 5.578491E-05, 8.239529E-04, 2.930441E-01, 9.520487E+00, 3.898680E+02
 34870, 5.580370E-05, 8.235355E-04, 2.931545E-01, 9.518658E+00, 3.901110E+02
 34880, 5.576239E-05, 8.236510E-04, 2.931790E-01, 9.522109E+00, 3.904494E+02
 34890, 5.570115E-05, 8.244895E-04, 2.930552E-01, 9.529120E+00, 3.907987E+02
 34900, 5.567539E-05, 8.245459E-04, 2.929293E-01, 9.533219E+00, 3.908878E+02
 34910, 5.568605E-05, 8.243840E-04, 2.927421E-01, 9.533471E+00, 3.906726E+02
 34920, 5.570202E-05, 8.234207E-04, 2.928152E-01, 9.531781E+00, 3.907176E+02
 34930, 5.565825E-05, 8.245006E-04, 2.925918E-01, 9.537996E+00, 3.907211E+02
 34940, 5.568250E-05, 8.235755E-04, 2.925772E-01, 9.535865E+00, 3.905882E+02
 34950, 5.566940E-05, 8.233477E-04, 2.925900E-01, 9.537177E+00, 3.906425E+02
 34960, 5.564017E-05, 8.237468E-04, 2.924061E-01, 9.541711E+00, 3.904785E+02
 34970, 5.565404E-05, 8.227163E-04, 2.922670E-01, 9.541521E+00, 3.903236E+02
 34980, 5.563847E-05, 8.223153E-04, 2.922355E-01, 9.544211E+00, 3.903269E+02
 34990, 5.559568E-05, 8.232565E-04, 2.918898E-01, 9.550948E+00, 3.900640E+02
 35000, 5.566900E-05, 8.219599E-04, 2.920387E-01, 9.543021E+00, 3.899037E+02
 35010, 5.570661E-05, 8.208293E-04, 2.921475E-01, 9.538612E+00, 3.899286E+02
 35020, 5.568196E-05, 8.201886E-04, 2.921201E-01, 9.541257E+00, 3.900697E+02
 35030, 5.559704E-05, 8.217373E-04, 2.918627E-01, 9.552270E+00, 3.900287E+02
 35040, 5.560664E-05, 8.220616E-04, 2.916506E-01, 9.552857E+00, 3.898904E+02
 35050, 5.555056E-05, 8.217014E-04, 2.915668E-01, 9.559867E+00, 3.898223E+02
 35060, 5.551286E-05, 8.219972E-04, 2.912016E-01, 9.566711E+00, 3.893695E+02
 35070, 5.554811E-05, 8.212931E-04, 2.911190E-01, 9.564234E+00, 3.890611E+02
 35080, 5.557692E-05, 8.210417E-04, 2.910352E-01, 9.562132E+00, 3.888449E+02
 35090, 5.560241E-05, 8.198613E-04, 2.911029E-01, 9.559753E+00, 3.887952E+02
 35100, 5.561210E-05, 8.194191E-04, 2.910802E-01, 9.559062E+00, 3.887682E+02
 35110, 5.561704E-05, 8.188240E-04, 2.910778E-01, 9.558861E+00, 3.887098E+02
 35120, 5.558468E-05, 8.191032E-04, 2.909601E-01, 9.563584E+00, 3.888007E+02
 35130, 5.555268E-05, 8.196557E-04, 2.909022E-01, 9.568250E+00, 3.888024E+02
 35140, 5.562351E-05, 8.189866E-04, 2.908102E-01, 9.561833E+00, 3.884614E+02
 35150, 5.568551E-05, 8.169545E-04, 2.909906E-01, 9.554437E+00, 3.885035E+02
 35160, 5.573435E-05, 8.163806E-04, 2.911579E-01, 9.548849E+00, 3.885568E+02
 35170, 5.579865E-05, 8.153112E-04, 2.913269E-01, 9.541578E+00, 3.886208E+02
 35180, 5.584495E-05, 8.141723E-04, 2.914930E-01, 9.535789E+00, 3.887462E+02
 35190, 5.584990E-05, 8.138824E-04, 2.916315E-01, 9.533887E+00, 3.890601E+02
 35200, 5.579594E-05, 8.144007E-04, 2.916618E-01, 9.539959E+00, 3.897123E+02
 35210, 5.569911E-05, 8.152992E-04, 2.915826E-01, 9.549646E+00, 3.901799E+02
 35220, 5.565410E-05, 8.165284E-04, 2.912990E-01, 9.557622E+00, 3.901442E+02
 35230, 5.566950E-05, 8.155181E-04, 2.913001E-01, 9.555611E+00, 3.900000E+02
 35240, 5.558058E-05, 8.164040E-04, 2.911218E-01, 9.566562E+00, 3.900250E+02
 35250, 5.558939E-05, 8.158657E-04, 2.908429E-01, 9.568446E+00, 3.897062E+02
 35260, 5.556078E-05, 8.151287E-04, 2.907905E-01, 9.571246E+00, 3.896561E+02
 35270, 5.547887E-05, 8.171157E-04, 2.903611E-01, 9.585398E+00, 3.892755E+02
 35280, 5.550844E-05, 8.159096E-04, 2.902100E-01, 9.583113E+00, 3.888806E+02
 35290, 5.541518E-05, 8.173183E-04, 2.898717E-01, 9.596862E+00, 3.884847E+02
 35300, 5.544099E-05, 8.164307E-04, 2.895777E-01, 9.597364E+00, 3.879725E+02
 35310, 5.540842E-05, 8.157674E-04, 2.894356E-01, 9.602177E+00, 3.877479E+02
 35320, 5.536939E-05, 8.167639E-04, 2.890413E-01, 9.611236E+00, 3.871747E+02
 35330, 5.540234E-05, 8.157695E-04, 2.889092E-01, 9.608740E+00, 3.867796E+02
 35340, 5.536373E-05, 8.163276E-04, 2.887025E-01, 9.615936E+00, 3.865119E+02
 35350, 5.535516E-05, 8.163388E-04, 2.883548E-01, 9.620813E+00, 3.859513E+02
 35360, 5.533178E-05, 8.153397E-04, 2.882323E-01, 9.623853E+00, 3.856542E+02
 35370, 5.530864E-05, 8.164214E-04, 2.878369E-01, 9.632554E+00, 3.852688E+02
 35380, 5.534096E-05, 8.153994E-04, 2.877082E-01, 9.629357E+00, 3.848803E+02
 35390, 5.527638E-05, 8.161288E-04, 2.874687E-01, 9.639188E+00, 3.846852E+02
 35400, 5.529438E-05, 8.160506E-04, 2.871327E-01, 9.641703E+00, 3.841227E+02
 35410, 5.530533E-05, 8.144432E-04, 2.870451E-01, 9.641530E+00, 3.838463E+02
 35420, 5.524560E-05, 8.158674E-04, 2.867425E-01, 9.651246E+00, 3.834546E+02
 35430, 5.528752E-05, 8.146987E-04, 2.865525E-01, 9.649567E+00, 3.831688E+02
 35440, 5.524439E-05, 8.150468E-04, 2.863235E-01, 9.657308E+00, 3.828576E+02
 35450, 5.522921E-05, 8.158652E-04, 2.859419E-01, 9.663245E+00, 3.824561E+02
 35460, 5.524503E-05, 8.148025E-04, 2.858562E-01, 9.662792E+00, 3.821047E+02
 35470, 5.520176E-05, 8.155770E-04, 2.855421E-01, 9.671831E+00, 3.818108E+02
 35480, 5.521040E-05, 8.153483E-04, 2.852950E-01, 9.673386E+00, 3.813737E+02
 35490, 5.521995E-05, 8.146766E-04, 2.851611E-01, 9.674150E+00, 3.810910E+02
 35500, 5.521955E-05, 8.146224E-04, 2.850013E-01, 9.676182E+00, 3.809245E+02
 35510, 5.526384E-05, 8.131545E-04, 2.849667E-01, 9.672202E+00, 3.807047E+02
 35520, 5.529676E-05, 8.128506E-04, 2.850398E-01, 9.668342E+00, 3.807634E+02
 35530, 5.537812E-05, 8.108444E-04, 2.851653E-01, 9.658974E+00, 3.806183E+02
 35540, 5.546294E-05, 8.091033E-04, 2.854118E-01, 9.647944E+00, 3.806483E+02
 35550, 5.554132E-05, 8.078475E-04, 2.856538E-01, 9.637879E+00, 3.807905E+02
 35560, 5.561049E-05, 8.068369E-04, 2.858592E-01, 9.628738E+00, 3.809498E+02
 35570, 5.566662E-05, 8.056904E-04, 2.861255E-01, 9.621170E+00, 3.812981E+02
 35580, 5.569498E-05, 8.050459E-04, 2.863541E-01, 9.616293E+00, 3.817735E+02
 35590, 5.569277E-05, 8.054883E-04, 2.864521E-01, 9.615072E+00, 3.822839E+02
 35600, 5.573336E-05, 8.046454E-04, 2.866175E-01, 9.609278E+00, 3.825989E+02
 35610, 5.576930E-05, 8.037976E-04, 2.868184E-01, 9.603884E+00, 3.829567E+02
 35620, 5.580481E-05, 8.030812E-04, 2.870390E-01, 9.598713E+00, 3.833651E+02
 35630, 5.583629E-05, 8.024439E-04, 2.871875E-01, 9.593829E+00, 3.837342E+02
 35640, 5.587524E-05, 8.016952E-04, 2.874046E-01, 9.588304E+00, 3.841099E+02
 35650, 5.591520E-05, 8.012617E-04, 2.876111E-01, 9.582610E+00, 3.844550E+02
 35660, 5.594876E-05, 8.004317E-04, 2.878399E-01, 9.577480E+00, 3.848307E+02
 35670, 5.596374E-05, 8.001633E-04, 2.880287E-01, 9.574294E+00, 3.853708E+02
 35680, 5.594852E-05, 7.999246E-04, 2.881724E-01, 9.574177E+00, 3.860173E+02
 35690, 5.596727E-05, 7.994715E-04, 2.883793E-01, 9.570520E+00, 3.864005E+02
 35700, 5.597684E-05, 7.994500E-04, 2.885233E-01, 9.568103E+00, 3.868835E+02
 35710, 5.598943E-05, 7.989754E-04, 2.887016E-01, 9.565389E+00, 3.872974E+02
 35720, 5.601779E-05, 7.984376E-04, 2.888988E-01, 9.561101E+00, 3.875949E+02
 35730, 5.605037E-05, 7.979059E-04, 2.891014E-01, 9.556510E+00, 3.879383E+02
 35740, 5.607661E-05, 7.969997E-04, 2.892990E-01, 9.552379E+00, 3.883041E+02
 35750, 5.606276E-05, 7.972133E-04, 2.894580E-01, 9.551627E+00, 3.888615E+02
 35760, 5.606143E-05, 7.970424E-04, 2.895983E-01, 9.550901E+00, 3.893348E+02
 35770, 5.608400E-05, 7.962960E-04, 2.897772E-01, 9.547294E+00, 3.896348E+02
 35780, 5.610031E-05, 7.961960E-04, 2.899876E-01, 9.544377E+00, 3.900021E+02
 35790, 5.612122E-05, 7.956853E-04, 2.901605E-01, 9.541101E+00, 3.903864E+02
 35800, 5.613685E-05, 7.948512E-04, 2.903703E-01, 9.538265E+00, 3.907565E+02
 35810, 5.611742E-05, 7.951499E-04, 2.905046E-01, 9.538774E+00, 3.912604E+02
 35820, 5.611428E-05, 7.947506E-04, 2.906168E-01, 9.537717E+00, 3.916107E+02
 35830, 5.612063E-05, 7.945859E-04, 2.907435E-01, 9.535823E+00, 3.919295E+02
 35840, 5.613321E-05, 7.943380E-04, 2.908733E-01, 9.533509E+00, 3.922058E+02
 35850, 5.614271E-05, 7.935851E-04, 2.910363E-01, 9.531353E+00, 3.925239E+02
 35860, 5.612797E-05, 7.936065E-04, 2.911461E-01, 9.531792E+00, 3.929367E+02
 35870, 5.613951E-05, 7.929569E-04, 2.912694E-01, 9.529524E+00, 3.931758E+02
 35880, 5.616523E-05, 7.927551E-04, 2.914362E-01, 9.526107E+00, 3.934203E+02
 35890, 5.619915E-05, 7.916390E-04, 2.915841E-01, 9.521699E+00, 3.935606E+02
 35900, 5.623143E-05, 7.911245E-04, 2.917564E-01, 9.517518E+00, 3.937646E+02
 35910, 5.625230E-05, 7.905514E-04, 2.919299E-01, 9.514234E+00, 3.940180E+02
 35920, 5.622327E-05, 7.904557E-04, 2.921722E-01, 9.515483E+00, 3.945809E+02
 35930, 5.623577E-05, 7.899757E-04, 2.922270E-01, 9.513328E+00, 3.948109E+02
 35940, 5.625032E-05, 7.895479E-04, 2.924056E-01, 9.510798E+00, 3.950681E+02
 35950, 5.625818E-05, 7.890638E-04, 2.925919E-01, 9.508990E+00, 3.954103E+02
 35960, 5.626654E-05, 7.884979E-04, 2.926778E-01, 9.507047E+00, 3.956650E+02
 35970, 5.628108E-05, 7.883454E-04, 2.928419E-01, 9.504607E+00, 3.959129E+02
 35980, 5.629735E-05, 7.877487E-04, 2.930033E-01, 9.501970E+00, 3.961656E+02
 35990, 5.631074E-05, 7.876014E-04, 2.931594E-01, 9.499564E+00, 3.964113E+02
 36000, 5.631439E-05, 7.870790E-04, 2.932969E-01, 9.498095E+00, 3.967468E+02
 36010, 5.630449E-05, 7.869185E-04, 2.934755E-01, 9.497988E+00, 3.971906E+02
 36020, 5.630173E-05, 7.869471E-04, 2.935579E-01, 9.497139E+00, 3.974274E+02
 36030, 5.630969E-05, 7.865425E-04, 2.936969E-01, 9.495377E+00, 3.976731E+02
 36040, 5.631275E-05, 7.859554E-04, 2.938155E-01, 9.494059E+00, 3.979291E+02
 36050, 5.631335E-05, 7.855615E-04, 2.939270E-01, 9.492944E+00, 3.981737E+02
 36060, 5.631605E-05, 7.854077E-04, 2.940767E-01, 9.491833E+00, 3.984195E+02
 36070, 5.632867E-05, 7.847947E-04, 2.942013E-01, 9.489784E+00, 3.986480E+02
 36080, 5.634179E-05, 7.847276E-04, 2.943324E-01, 9.487612E+00, 3.988364E+02
 36090, 5.634473E-05, 7.841606E-04, 2.944765E-01, 9.486375E+00, 3.991390E+02
 36100, 5.631252E-05, 7.838932E-04, 2.945758E-01, 9.488194E+00, 3.995115E+02
 36110, 5.632181E-05, 7.836038E-04, 2.946021E-01, 9.486673E+00, 3.996370E+02
 36120, 5.633487E-05, 7.831667E-04, 2.947159E-01, 9.484654E+00, 3.998098E+02
 36130, 5.634617E-05, 7.828357E-04, 2.948084E-01, 9.482741E+00, 3.999688E+02
 36140, 5.635619E-05, 7.825295E-04, 2.949338E-01, 9.480875E+00, 4.000979E+02
 36150, 5.636328E-05, 7.820687E-04, 2.950496E-01, 9.479427E+00, 4.003236E+02
 36160, 5.636164E-05, 7.816964E-04, 2.951707E-01, 9.478748E+00, 4.005968E+02
 36170, 5.634715E-05, 7.815961E-04, 2.953064E-01, 9.479279E+00, 4.009273E+02
 36180, 5.633872E-05, 7.818969E-04, 2.953762E-01, 9.479264E+00, 4.010797E+02
 36190, 5.634877E-05, 7.814654E-04, 2.954484E-01, 9.477577E+00, 4.011965E+02
 36200, 5.635301E-05, 7.809053E-04, 2.955659E-01, 9.476441E+00, 4.013719E+02
 36210, 5.635807E-05, 7.806522E-04, 2.956643E-01, 9.475261E+00, 4.015448E+02
 36220, 5.636073E-05, 7.802666E-04, 2.958036E-01, 9.474325E+00, 4.017771E+02
 36230, 5.635650E-05, 7.799019E-04, 2.958819E-01, 9.473859E+00, 4.019255E+02
 36240, 5.634992E-05, 7.800052E-04, 2.959747E-01, 9.473817E+00, 4.021570E+02
 36250, 5.633874E-05, 7.794614E-04, 2.960760E-01, 9.474243E+00, 4.024348E+02
 36260, 5.631907E-05, 7.792165E-04, 2.961572E-01, 9.475416E+00, 4.026557E+02
 36270, 5.631160E-05, 7.791273E-04, 2.961999E-01, 9.475688E+00, 4.027904E+02
 36280, 5.631844E-05, 7.791186E-04, 2.962396E-01, 9.474266E+00, 4.027796E+02
 36290, 5.633085E-05, 7.783190E-04, 2.963207E-01, 9.472509E+00, 4.028192E+02
 36300, 5.633446E-05, 7.777628E-04, 2.964629E-01, 9.471587E+00, 4.030238E+02
 36310, 5.633410E-05, 7.777473E-04, 2.965248E-01, 9.470939E+00, 4.031278E+02
 36320, 5.633135E-05, 7.774964E-04, 2.966600E-01, 9.470898E+00, 4.034236E+02
 36330, 5.632197E-05, 7.769799E-04, 2.966991E-01, 9.471011E+00, 4.035030E+02
 36340, 5.631876E-05, 7.770184E-04, 2.967169E-01, 9.470735E+00, 4.035545E+02
 36350, 5.632122E-05, 7.765750E-04, 2.967693E-01, 9.470085E+00, 4.037053E+02
 36360, 5.633021E-05, 7.761020E-04, 2.968375E-01, 9.468650E+00, 4.037391E+02
 36370, 5.633870E-05, 7.756465E-04, 2.968869E-01, 9.467354E+00, 4.038323E+02
 36380, 5.634680E-05, 7.751661E-04, 2.969379E-01, 9.466116E+00, 4.039245E+02
 36390, 5.635301E-05, 7.751891E-04, 2.970387E-01, 9.465011E+00, 4.040597E+02
 36400, 5.635387E-05, 7.746588E-04, 2.970790E-01, 9.464294E+00, 4.041293E+02
 36410, 5.634607E-05, 7.747405E-04, 2.972016E-01, 9.464584E+00, 4.043135E+02
 36420, 5.633704E-05, 7.744501E-04, 2.972328E-01, 9.464846E+00, 4.044428E+02
 36430, 5.632540E-05, 7.739628E-04, 2.972648E-01, 9.465353E+00, 4.045824E+02
 36440, 5.631705E-05, 7.738415E-04, 2.972984E-01, 9.465657E+00, 4.046944E+02
 36450, 5.630588E-05, 7.739415E-04, 2.973134E-01, 9.466335E+00, 4.047847E+02
 36460, 5.630659E-05, 7.735785E-04, 2.973212E-01, 9.465924E+00, 4.048211E+02
 36470, 5.631793E-05, 7.727969E-04, 2.973487E-01, 9.464443E+00, 4.048345E+02
 36480, 5.632668E-05, 7.723539E-04, 2.974556E-01, 9.463255E+00, 4.049081E+02
 36490, 5.633287E-05, 7.720772E-04, 2.974939E-01, 9.462235E+00, 4.049467E+02
 36500, 5.633750E-05, 7.715579E-04, 2.975870E-01, 9.461361E+00, 4.050290E+02
 36510, 5.634070E-05, 7.714006E-04, 2.976048E-01, 9.460602E+00, 4.050811E+02
 36520, 5.634207E-05, 7.710470E-04, 2.977157E-01, 9.460138E+00, 4.052581E+02
 36530, 5.633932E-05, 7.706958E-04, 2.977318E-01, 9.459900E+00, 4.053035E+02
 36540, 5.633030E-05, 7.705643E-04, 2.977732E-01, 9.460362E+00, 4.054422E+02
 36550, 5.631957E-05, 7.704013E-04, 2.977806E-01, 9.461052E+00, 4.055656E+02
 36560, 5.631179E-05, 7.702293E-04, 2.978177E-01, 9.461328E+00, 4.056199E+02
 36570, 5.628783E-05, 7.702085E-04, 2.978075E-01, 9.463201E+00, 4.057197E+02
 36580, 5.626255E-05, 7.702929E-04, 2.978181E-01, 9.465554E+00, 4.059097E+02
 36590, 5.623610E-05, 7.700533E-04, 2.977545E-01, 9.467779E+00, 4.058537E+02
 36600, 5.620407E-05, 7.703910E-04, 2.977180E-01, 9.470932E+00, 4.059737E+02
 36610, 5.616286E-05, 7.703888E-04, 2.976732E-01, 9.474997E+00, 4.059627E+02
 36620, 5.611743E-05, 7.705850E-04, 2.975831E-01, 9.479713E+00, 4.059181E+02
 36630, 5.608659E-05, 7.704902E-04, 2.974261E-01, 9.483058E+00, 4.056687E+02
 36640, 5.606682E-05, 7.701500E-04, 2.973267E-01, 9.485473E+00, 4.055366E+02
 36650, 5.605232E-05, 7.699694E-04, 2.972669E-01, 9.487246E+00, 4.053690E+02
 36660, 5.604899E-05, 7.695825E-04, 2.972199E-01, 9.488256E+00, 4.052620E+02
 36670, 5.607512E-05, 7.686838E-04, 2.972220E-01, 9.485602E+00, 4.050225E+02
 36680, 5.609811E-05, 7.680942E-04, 2.972257E-01, 9.483228E+00, 4.048789E+02
 36690, 5.611947E-05, 7.677665E-04, 2.972763E-01, 9.481156E+00, 4.047922E+02
 36700, 5.612038E-05, 7.673251E-04, 2.973410E-01, 9.480920E+00, 4.047488E+02
 36710, 5.611931E-05, 7.670036E-04, 2.973734E-01, 9.480776E+00, 4.048489E+02
 36720, 5.609252E-05, 7.669438E-04, 2.972813E-01, 9.483610E+00, 4.047718E+02
 36730, 5.607406E-05, 7.671371E-04, 2.972034E-01, 9.485486E+00, 4.047195E+02
 36740, 5.606410E-05, 7.670589E-04, 2.971827E-01, 9.486707E+00, 4.047124E+02
 36750, 5.604113E-05, 7.673572E-04, 2.971083E-01, 9.489419E+00, 4.047176E+02
 36760, 5.601888E-05, 7.672595E-04, 2.969765E-01, 9.492006E+00, 4.046173E+02
 36770, 5.599842E-05, 7.672689E-04, 2.969055E-01, 9.494400E+00, 4.044773E+02
 36780, 5.595907E-05, 7.671622E-04, 2.967500E-01, 9.499186E+00, 4.043684E+02
 36790, 5.591021E-05, 7.677494E-04, 2.966121E-01, 9.505272E+00, 4.041978E+02
 36800, 5.587819E-05, 7.672098E-04, 2.964919E-01, 9.508640E+00, 4.039714E+02
 36810, 5.584682E-05, 7.676435E-04, 2.961810E-01, 9.513916E+00, 4.035943E+02
 36820, 5.582875E-05, 7.671745E-04, 2.960482E-01, 9.516694E+00, 4.032990E+02
 36830, 5.582103E-05, 7.667245E-04, 2.959116E-01, 9.518575E+00, 4.030493E+02
 36840, 5.581799E-05, 7.662016E-04, 2.958054E-01, 9.519678E+00, 4.027746E+02
 36850, 5.581109E-05, 7.660359E-04, 2.957216E-01, 9.521221E+00, 4.025522E+02
 36860, 5.579666E-05, 7.657884E-04, 2.955995E-01, 9.523387E+00, 4.022792E+02
 36870, 5.576744E-05, 7.659559E-04, 2.953706E-01, 9.527807E+00, 4.020230E+02
 36880, 5.572032E-05, 7.664400E-04, 2.952085E-01, 9.534117E+00, 4.017412E+02
 36890, 5.569133E-05, 7.661972E-04, 2.949535E-01, 9.538676E+00, 4.013813E+02
 36900, 5.565040E-05, 7.666096E-04, 2.946333E-01, 9.545730E+00, 4.009375E+02
 36910, 5.559905E-05, 7.669757E-04, 2.943002E-01, 9.553520E+00, 4.004035E+02
 36920, 5.556284E-05, 7.671205E-04, 2.939603E-01, 9.559522E+00, 3.998778E+02
 36930, 5.554364E-05, 7.671865E-04, 2.935918E-01, 9.564363E+00, 3.991586E+02
 36940, 5.549471E-05, 7.682282E-04, 2.932180E-01, 9.573436E+00, 3.985484E+02
 36950, 5.545940E-05, 7.682181E-04, 2.928944E-01, 9.579861E+00, 3.979813E+02
 36960, 5.544353E-05, 7.680804E-04, 2.925407E-01, 9.584504E+00, 3.972842E+02
 36970, 5.540507E-05, 7.685631E-04, 2.921625E-01, 9.592617E+00, 3.965834E+02
 36980, 5.543150E-05, 7.678733E-04, 2.919756E-01, 9.592213E+00, 3.960493E+02
 36990, 5.548898E-05, 7.658058E-04, 2.920335E-01, 9.585183E+00, 3.958006E+02
 37000, 5.552182E-05, 7.656628E-04, 2.920194E-01, 9.581522E+00, 3.956147E+02
 37010, 5.552880E-05, 7.644716E-04, 2.919783E-01, 9.581950E+00, 3.954906E+02
 37020, 5.555173E-05, 7.640921E-04, 2.919205E-01, 9.579773E+00, 3.952716E+02
 37030, 5.556132E-05, 7.637353E-04, 2.918903E-01, 9.579193E+00, 3.951726E+02
 37040, 5.560508E-05, 7.631444E-04, 2.919297E-01, 9.575126E+00, 3.950383E+02
 37050, 5.564294E-05, 7.619787E-04, 2.919757E-01, 9.570798E+00, 3.949601E+02
 37060, 5.570422E-05, 7.609667E-04, 2.921226E-01, 9.563861E+00, 3.948588E+02
 37070, 5.575001E-05, 7.597096E-04, 2.922391E-01, 9.558555E+00, 3.948527E+02
 37080, 5.575868E-05, 7.592864E-04, 2.922919E-01, 9.557506E+00, 3.950217E+02
 37090, 5.576807E-05, 7.591255E-04, 2.923365E-01, 9.556316E+00, 3.951553E+02
 37100, 5.577340E-05, 7.593694E-04, 2.923434E-01, 9.555593E+00, 3.952525E+02
 37110, 5.578078E-05, 7.585212E-04, 2.923706E-01, 9.554833E+00, 3.953965E+02
 37120, 5.581542E-05, 7.584189E-04, 2.924287E-01, 9.550804E+00, 3.953957E+02
 37130, 5.586048E-05, 7.573911E-04, 2.925317E-01, 9.545985E+00, 3.954136E+02
 37140, 5.591018E-05, 7.566949E-04, 2.926663E-01, 9.540439E+00, 3.954151E+02
